source_id,ra,dec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
5334356223546958464,171.15924236861943,-61.648013531415735,85.61287068169932,8.075447,8.955378,7.151615,1.8037624
6364795328246346112,272.81495048666767,-78.9883353114025,85.6340687124235,11.240905,12.929583,9.830215,3.0993671
2030861099681010304,300.0256999403315,30.964601663914884,85.67580143318006,14.3020525,16.929407,12.888327,4.0410805
6364795328244240256,272.81643002055984,-78.98860780809746,85.71192211427798,12.732754,,,
5895265380327966464,213.30650650722762,-56.741262094420925,85.72400424040188,9.343476,10.448863,8.298997,2.149866
3457493517036545280,90.62784809820145,39.1806905535364,85.75744552331717,17.258146,20.798176,15.660386,5.1377897
605079910398496640,134.08122584963937,12.662731415781227,85.80428137734184,12.760623,14.678058,11.457972,3.220086
5550620058937466880,95.27757860461126,-49.09274147732291,85.90974675331594,12.016486,13.54747,10.815858,2.7316122
6838311796136238976,326.76139246141946,-16.128607188133948,85.94055985093036,2.836813,3.2903588,2.6031075,0.6872513
1236929488664453376,223.34694623244295,19.153760857444336,85.99323916198021,5.7661414,6.2012343,5.160305,1.0409293
6421389047155380352,283.9552174797081,-69.24056104171599,86.1408962780358,14.226747,16.842222,12.802619,4.039603
2629427189619178368,336.1848241409647,-1.9853510894528266,86.15135317797584,19.377981,21.232012,17.758327,3.4736843
1266092694562422912,223.4610677954632,23.556244599185025,86.27588304488538,11.75485,11.950962,9.258834,2.6921282
5185493447310441728,42.81745198144149,-3.8882601693023133,86.29320806413826,18.002083,21.664816,16.401794,5.2630215
1118916397393675648,133.83554432436412,70.79208043103725,86.30367448068573,8.067136,8.887245,7.169298,1.717947
1118916397395366656,133.8353488310195,70.79295091027184,86.35422037657243,8.27417,9.134602,7.3422775,1.7923241
4235280071072332672,299.11983048810464,-1.0455473629574281,86.46580129657241,13.591183,13.732834,13.337776,0.39505768
6114232433761438208,209.53254015680207,-39.63592927128449,86.5404506772896,12.618702,14.2649765,11.387139,2.8778372
6409685433069148288,329.90241321791643,-59.75337286630774,86.56130818207497,8.91724,9.957043,7.904309,2.052734
4946938113149426944,38.59437994852723,-43.797656906533284,86.61238273731313,8.196382,9.175138,7.1962285,1.97891
614543647497149056,145.29015483359296,13.208925979812514,86.61958910034566,9.442556,10.608034,8.367137,2.2408972
3912369208386557440,178.53324514004805,9.802773361080156,86.77858242068082,11.527947,13.045307,10.325078,2.7202291
386653851004022144,1.4265906375173685,45.811373876292514,86.80034639406611,8.25029,9.156619,7.3108954,1.8457236
6160573275451466752,191.62349103261755,-31.660402573466524,86.81704226710433,20.694626,21.552042,18.931875,2.6201668
386653747925624576,1.4262386378366099,45.80971591580014,86.82060614940866,8.300702,9.222687,7.352524,1.870163
2669873515120908544,326.82387294144644,-4.744613685896646,86.87323337500877,12.605769,14.492574,11.304297,3.1882763
3560746351897773952,172.7868136620019,-14.962011892010477,86.9000482194625,12.562663,14.4451,11.258243,3.1868572
3737308025029348608,195.1911254275066,12.3755949261537,86.90096932259803,8.89914,9.993012,7.846313,2.1466994
